Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Decanoic acid,334-48-5,DB5ms,-90.183,5.4345,11241.0,337.06,11.513,0.76741,164.35,0.1799,30.853,0.14331,95.724,6.3806,-51583.0,243.33,-71.995,0.54981,-58701.0,534.84,-89.826,1.3116,90.0,0.001,9.0,0.99995,0.00090206,0.00015034,Boswell2012,String[],,,
Dextromethorphan,125-71-3,DB5ms,-95.683,1.2986,13831.0,96.542,12.02,0.17803,268.23,0.033436,40.017,0.029678,99.94,1.4802,-60895.0,45.784,-66.575,0.083708,-78707.0,267.87,-106.48,0.59705,90.0,0.001,8.0,1.0,1.4555e-5,2.9111e-6,Boswell2012,String[],,,
Lidocaine,137-58-6,DB5ms,-89.128,1.8116,12720.0,127.72,11.178,0.25046,236.13,0.063192,36.909,0.031291,92.941,2.0825,-58426.0,51.611,-68.815,0.098297,-72008.0,308.99,-100.25,0.7114,90.0,0.001,9.0,1.0,6.9057e-5,1.1509e-5,Boswell2012,String[],,,
Caffeine,58-08-2,DB5ms,-90.358,1.7968,12546.0,125.98,11.415,0.24864,232.6,0.081658,37.765,0.038848,94.912,2.0673,-56314.0,60.716,-65.44,0.11594,-69848.0,301.55,-96.876,0.69505,90.0,0.001,10.0,0.99999,0.00014878,2.1254e-5,Boswell2012,String[],,,
Anthracene,120-12-7,DB5ms,-73.065,1.1124,10983.0,77.913,9.1317,0.15396,231.99,0.056983,40.053,0.026717,75.925,1.2801,-52969.0,37.298,-58.951,0.070938,-63749.0,185.88,-84.008,0.4287,90.0,0.001,8.0,1.0,3.598e-5,7.1961e-6,Boswell2012,String[],PAH,,
"(1S,2R)-1-Phenyl-2-pyrrolidin-1-yl-propan-1-ol",123620-80-4,DB5ms,-79.537,2.4622,11353.0,167.36,9.9811,0.34245,214.54,0.13556,36.675,0.05428,82.988,2.8473,-53920.0,85.247,-64.654,0.1665,-64256.0,365.8,-89.125,0.85705,90.0,0.001,7.0,0.99999,0.00013384,3.3461e-5,Boswell2012,String[],,,
Diphenylamine,122-39-4,DB5ms,-82.105,2.0711,11309.0,138.78,10.374,0.28874,206.26,0.1187,36.275,0.051356,86.257,2.4007,-52679.0,79.012,-63.976,0.15793,-62707.0,291.16,-87.932,0.68638,90.0,0.001,11.0,0.99999,0.00040867,5.1084e-5,Boswell2012,String[],,,
Benzocaine,94-09-7,DB5ms,-82.394,2.1502,11266.0,142.23,10.403,0.3004,198.98,0.13296,35.075,0.052575,86.493,2.4977,-52839.0,84.61,-66.01,0.17069,-62265.0,286.47,-88.708,0.6789,90.0,0.001,9.0,0.99999,0.00027916,4.6527e-5,Boswell2012,String[],,,
Nikethamide,59-26-7,DB5ms,-79.225,2.6894,10883.0,176.47,9.9989,0.37625,194.37,0.15648,35.205,0.073549,83.135,3.1283,-51621.0,113.24,-64.506,0.23361,-60297.0,347.12,-85.508,0.8258,90.0,0.001,10.0,0.99998,0.00053009,7.5727e-5,Boswell2012,String[],,,
Nicotine,54-11-5,DB5ms,-71.475,0.82972,9615.9,51.852,9.0691,0.117,168.9,0.048864,34.852,0.020572,75.404,0.97278,-46618.0,29.383,-59.55,0.063329,-52568.0,82.729,-74.375,0.20213,90.0,0.001,9.0,1.0,4.5553e-5,7.5921e-6,Boswell2012,String[],,,
Tri-n-hexylamine,102-86-3,DB5ms,-93.157,2.5248,12821.0,171.45,11.692,0.35122,213.87,0.077791,33.28,0.052244,97.211,2.9202,-59259.0,94.935,-75.768,0.192,-71301.0,374.44,-104.3,0.87878,90.0,0.001,9.0,0.99999,0.00013579,2.2632e-5,Boswell2012,String[],,,
Tri-n-octylamine,1116-76-3,DB5ms,-123.75,0.97035,16977.0,72.412,15.57,0.13293,271.08,0.01644,34.833,0.012198,129.45,1.1053,-70698.0,25.123,-83.998,0.045659,-94140.0,201.77,-136.37,0.44952,90.0,0.001,7.0,1.0,2.9882e-6,7.4704e-7,Boswell2012,String[],,,
Tri-n-decylamine,1070-01-5,DB5ms,-145.13,0.97658,20451.0,78.267,18.18,0.13232,316.75,0.0095247,35.777,0.021007,151.16,1.1002,-80871.0,47.557,-91.184,0.080528,-115150.0,253.98,-164.52,0.5398,90.0,0.001,5.0,1.0,2.1074e-7,1.0537e-7,Boswell2012,String[],,,
Tetratriacontane,14167-59-0,DB5ms,-165.31,2.1848,23687.0,185.02,20.652,0.29367,352.42,0.054144,36.343,0.073578,171.71,2.4417,-89527.0,181.91,-97.206,0.29,-134590.0,666.35,-190.59,1.3594,90.0,0.001,4.0,1.0,1.3755e-7,1.3755e-7,Boswell2012,String[],alkanes,,
Hexatriacontane,630-06-8,DB5ms,-175.0,Inf,25045.0,Inf,21.871,Inf,364.2,Inf,36.576,Inf,181.85,Inf,-92340.0,Inf,-98.975,Inf,-142200.0,Inf,-201.26,Inf,90.0,0.001,3.0,1.0,1.1482e-22,Inf,Boswell2012,String[],alkanes,,
Ethyl butyrate,105-54-4,Rxi5ms,-68.817,NaN,7420.2,NaN,9.0267,NaN,69.573,NaN,27.149,NaN,75.052,NaN,-35973.0,NaN,-59.054,NaN,-34440.0,NaN,-54.709,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],ester,,
D-Limonene,138-86-3,Rxi5ms,-60.48,NaN,7796.4,NaN,7.7145,NaN,117.34,NaN,31.875,NaN,64.142,NaN,-39776.0,NaN,-55.952,NaN,-41530.0,NaN,-60.609,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],terpene,allergenic fragrances,
Eucalyptol,470-82-6,Rxi5ms,-68.213,NaN,8165.7,NaN,8.8576,NaN,118.44,NaN,32.647,NaN,73.646,NaN,-39054.0,NaN,-53.823,NaN,-41149.0,NaN,-59.377,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],terpene,,
Benzoic acid,65-85-0,Rxi5ms,-105.15,NaN,11092.0,NaN,13.896,NaN,136.17,NaN,31.003,NaN,115.54,NaN,-44932.0,NaN,-63.866,NaN,-50267.0,NaN,-77.693,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],carboxylic acid,,
Geraniol,106-24-1,Rxi5ms,-86.538,NaN,10383.0,NaN,11.178,NaN,152.57,NaN,32.225,NaN,92.94,NaN,-46762.0,NaN,-63.934,NaN,-52578.0,NaN,-78.709,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],terpene,allergenic fragrances,
Cinnamaldehyde,104-55-2,Rxi5ms,-74.964,NaN,9544.0,NaN,9.621,NaN,158.56,NaN,34.575,NaN,79.993,NaN,-44819.0,NaN,-57.908,NaN,-50304.0,NaN,-71.743,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],aldehyde,allergenic fragrances,
Hydroxycitronellal,107-75-5,Rxi5ms,-86.045,NaN,10470.0,NaN,11.09,NaN,157.77,NaN,32.627,NaN,92.205,NaN,-47320.0,NaN,-63.903,NaN,-53568.0,NaN,-79.68,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],aldehyde,allergenic fragrances,
Thymol,89-83-8,Rxi5ms,-104.45,NaN,11567.0,NaN,13.707,NaN,158.33,NaN,32.935,NaN,113.97,NaN,-47000.0,NaN,-63.019,NaN,-54787.0,NaN,-82.667,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],terpene,,
Cinnamyl alcohol,104-54-1,Rxi5ms,-80.809,NaN,10096.0,NaN,10.394,NaN,162.71,NaN,34.134,NaN,86.42,NaN,-46276.0,NaN,-60.262,NaN,-52560.0,NaN,-76.035,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alcohol,allergenic fragrances,
Vanillin,121-33-5,Rxi5ms,-85.196,NaN,10665.0,NaN,10.972,NaN,177.23,NaN,35.439,NaN,91.222,NaN,-47589.0,NaN,-59.758,NaN,-55546.0,NaN,-79.395,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],aldehyde,,
Cinnamyl acetate,103-54-8,Rxi5ms,-87.058,NaN,11113.0,NaN,11.135,NaN,181.62,NaN,34.189,NaN,92.581,NaN,-50296.0,NaN,-64.687,NaN,-58778.0,NaN,-85.516,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],ester,,
Benzyl salicylate,118-58-1,Rxi5ms,-91.907,NaN,12735.0,NaN,11.626,NaN,237.87,NaN,38.439,NaN,96.668,NaN,-56485.0,NaN,-64.627,NaN,-70780.0,NaN,-97.648,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],ester,allergenic fragrances,
"2,3-Butanediol",513-85-9,Rxi5ms,-151.63,NaN,11425.0,NaN,21.184,NaN,64.89,NaN,26.798,NaN,176.13,NaN,-35454.0,NaN,-58.973,NaN,-31031.0,NaN,-46.353,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alcohol,,
Decane,124-18-5,Rxi5ms,-68.238,NaN,8284.1,NaN,8.7613,NaN,109.32,NaN,29.653,NaN,72.846,NaN,-41017.0,NaN,-61.333,NaN,-42424.0,NaN,-65.109,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],Grob,alkane,alkanes
1-Octanol,111-87-5,Rxi5ms,-95.371,NaN,10075.0,NaN,12.608,NaN,121.67,NaN,30.582,NaN,104.83,NaN,-42381.0,NaN,-61.435,NaN,-45701.0,NaN,-70.199,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],Grob,alcohol,alcohols
Undecane,1120-21-4,Rxi5ms,-73.764,NaN,9040.1,NaN,9.4613,NaN,126.89,NaN,30.452,NaN,78.666,NaN,-43694.0,NaN,-63.316,NaN,-46596.0,NaN,-70.927,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],Grob,alkane,alkanes
Nonanal,124-19-6,Rxi5ms,-81.084,NaN,9404.2,NaN,10.538,NaN,128.24,NaN,31.139,NaN,87.62,NaN,-43021.0,NaN,-61.27,NaN,-46372.0,NaN,-70.043,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],aldehyde,Grob,
"2,6-Dimethylphenol",576-26-1,Rxi5ms,-84.354,NaN,9445.9,NaN,11.077,NaN,130.35,NaN,32.719,NaN,92.101,NaN,-41375.0,NaN,-56.63,NaN,-45091.0,NaN,-66.335,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],aromatic,Grob,
2-Ethylhexanoic acid,149-57-5,Rxi5ms,-130.85,NaN,12421.0,NaN,17.58,NaN,127.12,NaN,29.758,NaN,146.17,NaN,-44765.0,NaN,-65.928,NaN,-50191.0,NaN,-80.155,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],carboxylic acid,Grob,
"2,6-Dimethylaniline",87-62-7,Rxi5ms,-75.562,NaN,9128.7,NaN,9.8029,NaN,142.13,NaN,34.097,NaN,81.506,NaN,-42053.0,NaN,-55.357,NaN,-46301.0,NaN,-66.289,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],amine,aromatic,Grob
Methyl decanoate,110-42-9,Rxi5ms,-90.294,NaN,10984.0,NaN,11.615,NaN,161.92,NaN,31.918,NaN,96.575,NaN,-49309.0,NaN,-67.427,NaN,-56255.0,NaN,-84.878,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],FAME,Grob,FAMEs
Dicyclohexylamine,101-83-7,Rxi5ms,-86.326,NaN,10716.0,NaN,11.156,NaN,181.14,NaN,36.539,NaN,92.754,NaN,-46961.0,NaN,-57.465,NaN,-55414.0,NaN,-78.233,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],amine,Grob,
Methyl undecanoate,1731-86-8,Rxi5ms,-94.077,NaN,11639.0,NaN,12.065,NaN,176.06,NaN,32.446,NaN,100.32,NaN,-51709.0,NaN,-69.203,NaN,-60342.0,NaN,-90.538,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5ms,-98.831,NaN,12348.0,NaN,12.654,NaN,189.36,NaN,32.934,NaN,105.21,NaN,-54005.0,NaN,-70.856,NaN,-64459.0,NaN,-96.302,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],FAME,Grob,FAMEs
Octane,111-65-9,Rxi5ms,-78.355,NaN,7885.5,NaN,10.427,NaN,69.344,NaN,27.188,NaN,86.692,NaN,-35872.0,NaN,-58.831,NaN,-34082.0,NaN,-53.754,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Nonane,111-84-2,Rxi5ms,-40.75,NaN,6439.8,NaN,4.8422,NaN,90.152,NaN,28.199,NaN,40.26,NaN,-38917.0,NaN,-61.212,NaN,-38923.0,NaN,-61.229,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Decane,124-18-5,Rxi5ms,-46.887,NaN,7200.1,NaN,5.6461,NaN,109.1,NaN,28.981,NaN,46.944,NaN,-41920.0,NaN,-63.759,NaN,-42817.0,NaN,-66.165,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],Grob,alkane,alkanes
Undecane,1120-21-4,Rxi5ms,-55.876,NaN,8115.5,NaN,6.8599,NaN,126.62,NaN,29.743,NaN,57.036,NaN,-44675.0,NaN,-65.843,NaN,-46763.0,NaN,-71.323,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],Grob,alkane,alkanes
Dodecane,112-40-3,Rxi5ms,-69.73,NaN,9296.4,NaN,8.7734,NaN,143.0,NaN,30.676,NaN,72.946,NaN,-46938.0,NaN,-66.885,NaN,-50804.0,NaN,-76.822,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Tridecane,629-50-5,Rxi5ms,-69.688,NaN,9718.3,NaN,8.6837,NaN,158.32,NaN,31.175,NaN,72.2,NaN,-49650.0,NaN,-69.165,NaN,-54583.0,NaN,-81.61,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Tetradecane,629-59-4,Rxi5ms,-76.115,NaN,10493.0,NaN,9.5251,NaN,172.73,NaN,31.83,NaN,79.196,NaN,-51932.0,NaN,-70.563,NaN,-58484.0,NaN,-86.816,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Pentadecane,629-62-9,Rxi5ms,-80.216,NaN,11148.0,NaN,10.028,NaN,186.18,NaN,32.25,NaN,83.375,NaN,-54393.0,NaN,-72.512,NaN,-62412.0,NaN,-92.101,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Hexadecane,544-76-3,Rxi5ms,-90.437,NaN,12166.0,NaN,11.399,NaN,198.95,NaN,32.851,NaN,94.78,NaN,-56409.0,NaN,-73.577,NaN,-66734.0,NaN,-98.444,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5ms,-91.969,NaN,12647.0,NaN,11.544,NaN,211.01,NaN,33.213,NaN,95.981,NaN,-58683.0,NaN,-75.296,NaN,-70297.0,NaN,-102.9,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Octadecane,593-45-3,Rxi5ms,-99.292,NaN,13500.0,NaN,12.5,NaN,222.42,NaN,33.617,NaN,103.93,NaN,-60740.0,NaN,-76.66,NaN,-74502.0,NaN,-108.97,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Nonadecane,629-92-5,Rxi5ms,-104.46,NaN,14202.0,NaN,13.158,NaN,233.4,NaN,34.044,NaN,109.4,NaN,-62667.0,NaN,-77.806,NaN,-78354.0,NaN,-114.21,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Eicosane,112-95-8,Rxi5ms,-112.53,NaN,15103.0,NaN,14.218,NaN,243.8,NaN,34.471,NaN,118.22,NaN,-64460.0,NaN,-78.784,NaN,-82642.0,NaN,-120.53,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Heneicosane,629-94-7,Rxi5ms,-119.37,NaN,15924.0,NaN,15.106,NaN,253.74,NaN,34.855,NaN,125.6,NaN,-66223.0,NaN,-79.78,NaN,-86788.0,NaN,-126.52,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Docosane,629-97-0,Rxi5ms,-122.98,NaN,16528.0,NaN,15.542,NaN,263.19,NaN,35.116,NaN,129.23,NaN,-68112.0,NaN,-81.084,NaN,-90493.0,NaN,-131.48,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Tricosane,638-67-5,Rxi5ms,-129.37,NaN,17320.0,NaN,16.367,NaN,272.3,NaN,35.448,NaN,136.08,NaN,-69782.0,NaN,-82.027,NaN,-94589.0,NaN,-137.38,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Tetracosane,646-31-1,Rxi5ms,-134.44,NaN,18023.0,NaN,17.006,NaN,280.99,NaN,35.708,NaN,141.39,NaN,-71500.0,NaN,-83.121,NaN,-98504.0,NaN,-142.87,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Pentacosane,629-99-2,Rxi5ms,-139.78,NaN,18746.0,NaN,17.683,NaN,289.37,NaN,35.961,NaN,147.02,NaN,-73159.0,NaN,-84.149,NaN,-102470.0,NaN,-148.49,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Hexacosane,630-01-3,Rxi5ms,-144.56,NaN,19423.0,NaN,18.284,NaN,297.41,NaN,36.208,NaN,152.02,NaN,-74753.0,NaN,-85.11,NaN,-106280.0,NaN,-153.79,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Heptacosane,593-49-7,Rxi5ms,-149.16,NaN,20089.0,NaN,18.859,NaN,305.16,NaN,36.422,NaN,156.8,NaN,-76347.0,NaN,-86.11,NaN,-110090.0,NaN,-159.07,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkane,alkanes,
Octacosane,630-02-4,Rxi5ms,-152.33,NaN,20653.0,NaN,19.237,NaN,312.55,NaN,36.549,NaN,159.94,NaN,-78039.0,NaN,-87.333,NaN,-113630.0,NaN,-163.79,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
Nonacosane,630-03-5,Rxi5ms,-166.6,NaN,22017.0,NaN,21.139,NaN,319.45,NaN,37.005,NaN,175.76,NaN,-78904.0,NaN,-87.24,NaN,-119230.0,NaN,-173.31,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkane,alkanes,
Triacontane,638-68-6,Rxi5ms,-171.53,NaN,22684.0,NaN,21.77,NaN,327.33,NaN,37.514,NaN,181.0,NaN,-79917.0,NaN,-87.181,NaN,-122870.0,NaN,-178.21,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Gaida2021,String[],alkanes,alkane,
2-Octanone,111-13-7,Rtx5,-44.36,NaN,7132.4,NaN,5.2136,NaN,115.61,NaN,29.601,NaN,43.348,NaN,-42451.0,NaN,-66.998,NaN,-43560.0,NaN,-69.952,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018a,String[],alkanones,ketone,
Decane,124-18-5,Rtx5,-43.0,NaN,7127.1,NaN,4.9951,NaN,116.88,NaN,29.373,NaN,41.532,NaN,-43060.0,NaN,-68.205,NaN,-44176.0,NaN,-71.17,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018a,String[],Grob,alkane,alkanes
1-Octanol,111-87-5,Rtx5,-64.672,NaN,8612.4,NaN,8.0621,NaN,129.48,NaN,30.209,NaN,67.032,NaN,-44618.0,NaN,-68.62,NaN,-47265.0,NaN,-75.538,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018a,String[],Grob,alcohol,alcohols
"2,4-Dimethylphenol",105-67-9,Rtx5,-83.1,NaN,9865.2,NaN,10.696,NaN,144.27,NaN,32.263,NaN,88.932,NaN,-44902.0,NaN,-65.375,NaN,-49728.0,NaN,-77.76,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018a,String[],aromatic,,
"2,6-Dimethylaniline",87-62-7,Rtx5,-59.576,NaN,8403.0,NaN,7.4122,NaN,151.18,NaN,34.245,NaN,61.628,NaN,-43716.0,NaN,-60.826,NaN,-47486.0,NaN,-70.421,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018a,String[],amine,aromatic,Grob
"2,3-Butanediol",513-85-9,Rtx5,-50.02,NaN,6670.9,NaN,6.13,NaN,73.47,NaN,26.428,NaN,50.968,NaN,-37798.0,NaN,-66.851,NaN,-36956.0,NaN,-64.477,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],alcohol,,
Decane,124-18-5,Rtx5,-45.96,NaN,7279.7,NaN,5.42,NaN,115.89,NaN,29.268,NaN,45.064,NaN,-42995.0,NaN,-68.319,NaN,-44161.0,NaN,-71.422,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],Grob,alkane,alkanes
1-Octanol,111-87-5,Rtx5,-64.37,NaN,8586.8,NaN,8.02,NaN,129.05,NaN,30.173,NaN,66.682,NaN,-44575.0,NaN,-68.631,NaN,-47179.0,NaN,-75.442,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],Grob,alcohol,alcohols
Undecane,1120-21-4,Rtx5,-55.89,NaN,8239.7,NaN,6.78,NaN,134.44,NaN,30.337,NaN,56.372,NaN,-45532.0,NaN,-69.512,NaN,-48037.0,NaN,-76.02,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],Grob,alkane,alkanes
"2,6-Dimethylaniline",87-62-7,Rtx5,-59.5,NaN,8397.7,NaN,7.4,NaN,150.8,NaN,34.168,NaN,61.527,NaN,-43737.0,NaN,-60.968,NaN,-47478.0,NaN,-70.493,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],amine,aromatic,Grob
Methyl decanoate,110-42-9,Rtx5,-80.29,NaN,10590.0,NaN,10.09,NaN,170.6,NaN,32.217,NaN,83.893,NaN,-50820.0,NaN,-72.326,NaN,-57582.0,NaN,-89.142,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rtx5,-100.61,NaN,12647.0,NaN,12.81,NaN,198.16,NaN,33.61,NaN,106.51,NaN,-54952.0,NaN,-74.397,NaN,-66472.0,NaN,-102.16,NaN,90.0,0.0015625,NaN,NaN,NaN,NaN,Hou2018c,String[],FAME,Grob,FAMEs
Heptane,142-82-5,SLB5ms,-56.557,NaN,6293.0,NaN,7.3385,NaN,44.733,NaN,25.516,NaN,61.016,NaN,-32927.0,NaN,-57.674,NaN,-30165.0,NaN,-49.551,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Octane,111-65-9,SLB5ms,-61.753,NaN,7049.1,NaN,7.9878,NaN,67.34,NaN,26.779,NaN,66.414,NaN,-35996.0,NaN,-59.81,NaN,-34491.0,NaN,-55.531,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Nonane,111-84-2,SLB5ms,-66.978,NaN,7807.3,NaN,8.636,NaN,87.415,NaN,27.7,NaN,71.804,NaN,-39024.0,NaN,-62.321,NaN,-38838.0,NaN,-61.808,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Decane,124-18-5,SLB5ms,-71.7,NaN,8537.7,NaN,9.2151,NaN,106.43,NaN,28.589,NaN,76.619,NaN,-41903.0,NaN,-64.486,NaN,-43162.0,NaN,-67.876,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],Grob,alkane,alkanes
Undecane,1120-21-4,SLB5ms,-78.316,NaN,9353.4,NaN,10.078,NaN,124.73,NaN,29.627,NaN,83.795,NaN,-44428.0,NaN,-65.752,NaN,-47338.0,NaN,-73.406,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],Grob,alkane,alkanes
Dodecane,112-40-3,SLB5ms,-86.394,NaN,10282.0,NaN,11.134,NaN,141.24,NaN,30.299,NaN,92.576,NaN,-47123.0,NaN,-67.808,NaN,-51867.0,NaN,-80.028,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Tridecane,629-50-5,SLB5ms,-92.087,NaN,11061.0,NaN,11.854,NaN,156.65,NaN,30.962,NaN,98.557,NaN,-49607.0,NaN,-69.51,NaN,-56176.0,NaN,-86.118,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Tetradecane,629-59-4,SLB5ms,-97.314,NaN,11810.0,NaN,12.508,NaN,171.11,NaN,31.565,NaN,104.0,NaN,-51989.0,NaN,-71.115,NaN,-60424.0,NaN,-92.08,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
Pentadecane,629-62-9,SLB5ms,-102.52,NaN,12553.0,NaN,13.159,NaN,184.74,NaN,32.117,NaN,109.41,NaN,-54277.0,NaN,-72.63,NaN,-64642.0,NaN,-97.992,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alkanes,alkane,
1-Octanol,111-87-5,SLB5ms,-85.639,NaN,9637.8,NaN,11.153,NaN,119.49,NaN,29.317,NaN,92.73,NaN,-43723.0,NaN,-65.448,NaN,-46458.0,NaN,-72.689,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],Grob,alcohol,alcohols
1-Nonanol,143-08-8,SLB5ms,-91.545,NaN,10430.0,NaN,11.904,NaN,136.58,NaN,30.234,NaN,98.978,NaN,-46168.0,NaN,-66.77,NaN,-50778.0,NaN,-78.715,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alcohol,alcohols,
2-Octanol,123-96-6,SLB5ms,-81.521,NaN,9086.4,NaN,10.629,NaN,107.02,NaN,28.644,NaN,88.373,NaN,-41952.0,NaN,-64.442,NaN,-43456.0,NaN,-68.49,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alcohol,,
2-Nonanol,628-99-9,SLB5ms,-86.711,NaN,9845.3,NaN,11.275,NaN,124.84,NaN,29.561,NaN,93.742,NaN,-44550.0,NaN,-66.031,NaN,-47816.0,NaN,-74.618,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alcohol,,
5-Nonanol,623-93-8,SLB5ms,-84.043,NaN,9625.9,NaN,10.91,NaN,122.91,NaN,29.57,NaN,90.713,NaN,-44107.0,NaN,-65.456,NaN,-47092.0,NaN,-73.325,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Karolat2010,String[],alcohol,,
